capacity_scenario,strategy,site_id,sessions_total,real_sessions_count,synthetic_sessions_count,total_energy_requested_kwh,total_energy_delivered_kwh,unserved_energy_kwh,unserved_energy_percent,sessions_fully_served_percent,peak_load_kw,mean_load_kw,load_std_kw,load_factor,ramp_rate_mean,ramp_rate_max,capacity_violation_hours,capacity_violation_percent,max_capacity_violation_kw,total_capacity_violation_kwh,average_delay_hours,uncontrolled_peak_load_kw,peak_reduction_kw_vs_uncontrolled,peak_reduction_percent_vs_uncontrolled
capacity_p95_plus_10percent,peak_sensitive,Arroyo_Garage_01,2115,0,2115,16014.722791920507,16014.722791920507,0.0,0.0,100.0,117.81992533364577,37.20180106773251,24.074047938081208,0.3157513549799273,14.946659805165716,100.05009008877687,0,0.0,0.0,0.0,4.438278230625663,243.35788108868672,125.53795575504095,51.58573669093184
capacity_p95_plus_10percent,peak_sensitive,California_Garage_01,9079,9079,0,79342.95940747308,79341.89974080642,1.0596666666679084,0.0013355522337223302,99.98898557109814,130.28828611545023,33.16541924227177,27.738797856533303,0.25455411404278844,13.785693842933565,118.64741583211824,4,0.11844832691738229,7.138085995808595,21.743006156997353,2.3897414648500988,216.23802760061312,85.94974148516289,39.74774577758828
capacity_p95_plus_10percent,peak_sensitive,California_Garage_02,5203,0,5203,39445.471294984905,39445.471294984905,0.0,0.0,100.0,77.26614356391899,20.152225115742397,20.09880338560043,0.2608157232419827,15.443856321695096,75.59281023058566,2,0.07527286413248024,1.673333333333332,1.751118897453864,3.5119400435353816,155.72596666912406,78.45982310520507,50.38326284524608
capacity_p95_plus_10percent,peak_sensitive,N_Wilson_Garage_01,3419,0,3419,26143.55203129621,26143.55203129621,0.0,0.0,100.0,108.06931515333132,26.907631098399087,25.948957498975524,0.2489849321264033,21.973137552728318,99.01412505985591,1,0.07558578987150416,9.055190093475403,9.055190093475403,3.0433724726808946,180.9154048136013,72.84608966026998,40.265277429152
capacity_p95_plus_10percent,peak_sensitive,Parking_Lot_01,648,0,648,4973.161769623605,4973.161769623605,0.0,0.0,100.0,15.590954883122961,3.0380560657274325,3.973399727100461,0.19486016658390148,2.1813404954716358,15.590954883122961,0,0.0,0.0,0.0,2.758254888550277,39.274166666666666,23.683211783543705,60.30226429640444
capacity_p95_plus_10percent,peak_sensitive,S_Wilson_Garage_01,871,0,871,7007.257207123628,7007.257207123628,0.0,0.0,100.0,24.70848351220239,4.280206034349594,5.440108581424839,0.17322819638994827,3.30687795455023,20.85064380165317,1,0.04526935264825713,3.857839710549218,3.857839710549218,3.714893464390314,51.527813813786366,26.819330301583978,52.048259603065894
capacity_p95_plus_10percent,point_forecast,Arroyo_Garage_01,2115,0,2115,16014.722791920507,16014.722791920507,0.0,0.0,100.0,117.81992533364577,37.20468720634638,24.07072472424665,0.31577585116430096,14.943280267211916,100.39511088451188,0,0.0,0.0,0.0,4.438461602629282,243.35788108868672,125.53795575504095,51.58573669093184
capacity_p95_plus_10percent,point_forecast,California_Garage_01,9079,9079,0,79342.95940747308,79341.89974080642,1.0596666666679084,0.0013355522337223302,99.98898557109814,130.28828611545023,33.16541924227177,27.738797856533303,0.25455411404278844,13.785693842933565,118.64741583211824,4,0.11844832691738229,7.138085995808595,21.743006156997353,2.3897414648500988,216.23802760061312,85.94974148516289,39.74774577758828
capacity_p95_plus_10percent,point_forecast,California_Garage_02,5203,0,5203,39445.471294984905,39445.471294984905,0.0,0.0,100.0,77.26614356391899,20.150664317968026,20.08494135154953,0.2607955229614668,15.40876947415937,75.59281023058566,2,0.07527286413248024,1.673333333333332,1.751118897453864,3.51305525223471,155.72596666912406,78.45982310520507,50.38326284524608
capacity_p95_plus_10percent,point_forecast,N_Wilson_Garage_01,3419,0,3419,26143.55203129621,26143.55203129621,0.0,0.0,100.0,108.06931515333132,26.955451282094092,26.05404201593637,0.24942742760837391,21.870095244133115,99.01412505985591,1,0.07558578987150416,9.055190093475403,9.055190093475403,3.041246091104223,180.9154048136013,72.84608966026998,40.265277429152
capacity_p95_plus_10percent,point_forecast,Parking_Lot_01,648,0,648,4973.161769623605,4973.161769623605,0.0,0.0,100.0,15.590954883122961,3.0380560657274325,3.973399727100461,0.19486016658390148,2.1813404954716358,15.590954883122961,0,0.0,0.0,0.0,2.758254888550277,39.274166666666666,23.683211783543705,60.30226429640444
capacity_p95_plus_10percent,point_forecast,S_Wilson_Garage_01,871,0,871,7007.257207123628,7007.257207123628,0.0,0.0,100.0,24.70848351220239,4.279325630498588,5.440670322965028,0.17319256474745706,3.320105138066772,20.85064380165317,1,0.04526935264825713,3.857839710549218,3.857839710549218,3.7151428226972114,51.527813813786366,26.819330301583978,52.048259603065894
capacity_p95_plus_10percent,uncertainty_aware,Arroyo_Garage_01,2115,0,2115,16014.722791920507,16014.722791920507,0.0,0.0,100.0,117.81992533364577,37.20468720634638,24.07072472424665,0.31577585116430096,14.943280267211916,100.39511088451188,0,0.0,0.0,0.0,4.438461602629282,243.35788108868672,125.53795575504095,51.58573669093184
capacity_p95_plus_10percent,uncertainty_aware,California_Garage_01,9079,9079,0,79342.95940747308,79341.89974080642,1.0596666666679084,0.0013355522337223302,99.98898557109814,130.28828611545023,33.183173112400006,27.75043793156644,0.2546903800929267,13.800143900637396,118.64741583211824,4,0.11844832691738229,7.138085995808595,21.743006156997353,2.3884214287990715,216.23802760061312,85.94974148516289,39.74774577758828
capacity_p95_plus_10percent,uncertainty_aware,California_Garage_02,5203,0,5203,39445.471294984905,39445.471294984905,0.0,0.0,100.0,77.26614356391899,20.150916873186578,20.08413285567053,0.26079879160160985,15.406060182388467,75.59281023058566,2,0.07527286413248024,1.673333333333332,1.751118897453864,3.512906608762584,155.72596666912406,78.45982310520507,50.38326284524608
capacity_p95_plus_10percent,uncertainty_aware,N_Wilson_Garage_01,3419,0,3419,26143.55203129621,26143.55203129621,0.0,0.0,100.0,108.06931515333132,26.955451282094092,26.05404201593637,0.24942742760837391,21.870095244133115,99.01412505985591,1,0.07558578987150416,9.055190093475403,9.055190093475403,3.041246091104223,180.9154048136013,72.84608966026998,40.265277429152
capacity_p95_plus_10percent,uncertainty_aware,Parking_Lot_01,648,0,648,4973.161769623605,4973.161769623605,0.0,0.0,100.0,15.590954883122961,3.0380560657274325,3.973399727100461,0.19486016658390148,2.1813404954716358,15.590954883122961,0,0.0,0.0,0.0,2.758254888550277,39.274166666666666,23.683211783543705,60.30226429640444
capacity_p95_plus_10percent,uncertainty_aware,S_Wilson_Garage_01,871,0,871,7007.257207123628,7007.257207123628,0.0,0.0,100.0,24.70848351220239,4.280337630764937,5.445125560226233,0.17323352235077777,3.316280831087063,20.85064380165317,1,0.04526935264825713,3.857839710549218,3.857839710549218,3.7137660881160532,51.527813813786366,26.819330301583978,52.048259603065894
capacity_p95_plus_10percent,uncontrolled,Arroyo_Garage_01,2115,0,2115,16014.722791920507,16014.722791920507,0.0,0.0,100.0,243.35788108868672,37.96101963048593,39.34129321501372,0.15598845396197308,15.878891301684927,154.0243581245299,25,4.125412541254126,125.53795575504095,1197.6467557096103,0.07884149721169931,243.35788108868672,0.0,0.0
capacity_p95_plus_10percent,uncontrolled,California_Garage_01,9079,9079,0,79342.95940747308,79311.12407413973,31.835333333350718,0.04012370293608211,98.81044167859896,216.23802760061312,33.07949631352251,34.01682591750498,0.15297723846528796,14.395904604153827,141.6750054222344,137,4.056855196920344,93.08782748097148,3058.4436147422275,0.1632392947246224,216.23802760061312,0.0,0.0
capacity_p95_plus_10percent,uncontrolled,California_Garage_02,5203,0,5203,39445.471294984905,39443.01779498491,2.4534999999959837,0.006219978921402624,99.9807803190467,155.72596666912406,21.197849639729462,24.050963108321668,0.13612276804657256,10.019518475895776,104.81245175680593,99,3.726006774557772,80.1331564385384,2448.466014203809,0.07677751415828632,155.72596666912406,0.0,0.0
capacity_p95_plus_10percent,uncontrolled,N_Wilson_Garage_01,3419,0,3419,26143.55203129621,26143.55203129621,0.0,0.0,100.0,180.9154048136013,28.140318221805924,29.500629422898417,0.15554406906807708,12.659978623149987,108.81262237100708,54,4.081632653061225,81.90127975374538,1363.9202068035845,0.08434236738827369,180.9154048136013,0.0,0.0
capacity_p95_plus_10percent,uncontrolled,Parking_Lot_01,648,0,648,4973.161769623605,4971.156936290272,2.0048333333334085,0.04031305286667047,99.84567901234568,39.274166666666666,3.1799406430929835,5.501370449631331,0.08096774325174691,2.4848006050557006,27.630666666666666,91,4.093567251461988,23.683211783543705,551.5940085797644,0.07828052194670958,39.274166666666666,0.0,0.0
capacity_p95_plus_10percent,uncontrolled,S_Wilson_Garage_01,871,0,871,7007.257207123628,7007.257207123628,0.0,0.0,100.0,51.527813813786366,4.477210716155598,6.980376544377959,0.0868892038062308,3.1706274772236425,39.6,78,3.531009506564056,30.677170012133196,606.130192303696,0.10432011217395903,51.527813813786366,0.0,0.0
capacity_p95_plus_10percent,valley_filling,Arroyo_Garage_01,2115,0,2115,16014.722791920507,16014.722791920505,1.8189894035458565e-12,1.135823221656727e-14,100.0,77.56786980306346,39.08505954110053,17.951123821376626,0.5038820795302659,4.4615218347479315,36.669166666666676,0,0.0,0.0,0.0,4.401016827163513,243.35788108868672,165.79001128562328,68.12600871767312
capacity_p95_plus_10percent,valley_filling,California_Garage_01,9079,9079,0,79342.95940747308,79341.89974080642,1.0596666666679084,0.0013355522337223302,99.98898557109814,108.48534130043687,34.16999141253386,20.88273006545741,0.3149733503432897,5.582994828065757,60.809534883720936,0,0.0,0.0,0.0,2.702607370506643,216.23802760061312,107.75268630017625,49.83059062081027
capacity_p95_plus_10percent,valley_filling,California_Garage_02,5203,0,5203,39445.471294984905,39445.471294984905,0.0,0.0,100.0,57.390228092695494,21.6442653847872,12.518227676950042,0.3771419996768062,3.485744115375827,29.177888927295776,0,0.0,0.0,0.0,4.197417095035586,155.72596666912406,98.33573857642857,63.14665478068
capacity_p95_plus_10percent,valley_filling,N_Wilson_Garage_01,3419,0,3419,26143.55203129621,26143.55203129621,0.0,0.0,100.0,69.28164848666468,28.938604267411765,13.086396033485915,0.4176950880864485,3.8315803776525943,34.842072466103346,0,0.0,0.0,0.0,4.281251504455977,180.9154048136013,111.63375632693662,61.704947924116155
capacity_p95_plus_10percent,valley_filling,Parking_Lot_01,648,0,648,4973.161769623605,4973.161769623605,0.0,0.0,100.0,14.273833333333336,2.902135250910374,3.4599746128408886,0.203318560833486,1.8602140687382929,13.2,0,0.0,0.0,0.0,1.8485723615978502,39.274166666666666,25.00033333333333,63.65592310467015
capacity_p95_plus_10percent,valley_filling,S_Wilson_Garage_01,871,0,871,7007.257207123628,7007.257207123628,0.0,0.0,100.0,20.85064380165317,4.151006654341128,4.13206124180911,0.19908290093239278,2.0972483602864664,19.799999999999997,0,0.0,0.0,0.0,2.620160731365298,51.527813813786366,30.677170012133196,59.5351670128987
