capacity_scenario,strategy,session_key,session_id,site_id,arrival_time,departure_time,energy_requested_kwh,energy_delivered_kwh,unserved_energy_kwh,fully_served,max_charging_power_kw,session_source,scenario_type,average_delay_hours
capacity_p95,uncontrolled,11E_ROW_0010465,2_39_125_21_2018-09-03 17:16:24.611061,California_Garage_01,2020-11-23 15:16:25+00:00,2020-11-23 17:17:39+00:00,13.475,13.335666666666667,0.1393333333333331,False,6.6,real,synthetic_multisite_scenario,0.5124763235878166
capacity_p95,uncontrolled,11E_ROW_0010469,2_39_127_19_2018-09-03 18:28:36.435009,California_Garage_01,2020-11-23 16:28:36+00:00,2020-11-23 17:26:21+00:00,6.473,6.352499999999999,0.12050000000000072,False,6.6,real,synthetic_multisite_scenario,-0.02038961038961041
capacity_p95,uncontrolled,11E_ROW_0010467,2_39_82_385_2018-09-03 18:05:27.243003,California_Garage_01,2020-11-23 16:05:27+00:00,2020-11-23 17:37:13+00:00,10.184,10.094333333333333,0.08966666666666612,False,6.6,real,synthetic_multisite_scenario,0.31472424022278733
capacity_p95,uncontrolled,11E_ROW_0010557,2_39_123_23_2018-09-04 23:04:13.765060,California_Garage_01,2020-11-24 21:04:14+00:00,2020-11-24 22:34:21+00:00,10.023,9.912833333333333,0.1101666666666663,False,6.6,real,synthetic_multisite_scenario,0.3106169985409859
capacity_p95,uncontrolled,11E_ROW_0010565,2_39_124_22_2018-09-05 02:20:33.886296,California_Garage_01,2020-11-25 00:20:34+00:00,2020-11-25 01:43:51+00:00,9.477,9.161166666666666,0.31583333333333385,False,6.6,real,synthetic_multisite_scenario,0.18373813176794968
capacity_p95,uncontrolled,11E_ROW_0010643,2_39_138_29_2018-09-06 01:07:48.892547,California_Garage_01,2020-11-25 23:07:49+00:00,2020-11-26 01:00:39+00:00,12.515,12.411666666666665,0.10333333333333528,False,6.6,real,synthetic_multisite_scenario,0.41300139504349254
capacity_p95,uncontrolled,11E_ROW_0010651,2_39_90_26_2018-09-06 02:44:25.290536,California_Garage_01,2020-11-26 00:44:25+00:00,2020-11-26 02:26:29+00:00,11.309,11.227333333333334,0.08166666666666522,False,6.6,real,synthetic_multisite_scenario,0.36651516800928946
capacity_p95,uncontrolled,11E_ROW_0010646,2_39_88_24_2018-09-06 01:38:32.169539,California_Garage_01,2020-11-25 23:38:32+00:00,2020-11-26 03:30:31+00:00,25.867,25.518166666666666,0.3488333333333351,False,6.6,real,synthetic_multisite_scenario,1.435800624246633
capacity_p95,uncontrolled,11E_ROW_0010749,2_39_139_28_2018-09-07 03:25:40.238107,California_Garage_01,2020-11-27 01:25:40+00:00,2020-11-27 03:21:20+00:00,12.81,12.723333333333333,0.08666666666666778,False,6.6,real,synthetic_multisite_scenario,0.45983029138648746
capacity_p95,uncontrolled,11E_ROW_0010758,2_39_130_31_2018-09-07 13:54:20.786287,California_Garage_01,2020-11-27 11:54:21+00:00,2020-11-27 13:16:19+00:00,9.239,9.016333333333332,0.2226666666666688,False,6.6,real,synthetic_multisite_scenario,0.22430086756133932
capacity_p95,uncontrolled,11E_ROW_0011192,2_39_126_20_2018-09-13 04:37:21.616494,California_Garage_01,2020-12-03 02:37:22+00:00,2020-12-03 04:00:00+00:00,9.647,9.089666666666666,0.5573333333333341,False,6.6,real,synthetic_multisite_scenario,0.10332145578414235
capacity_p95,uncontrolled,11E_ROW_0011193,2_39_78_366_2018-09-13 04:56:41.246521,California_Garage_01,2020-12-03 02:56:41+00:00,2020-12-03 04:00:00+00:00,13.229,6.964833333333333,6.264166666666666,False,6.6,real,synthetic_multisite_scenario,0.0028955719341347145
capacity_p95,valley_filling,11E_ROW_0002719,2_39_88_24_2018-05-07 20:47:51.748001,California_Garage_01,2020-07-27 18:47:52+00:00,2020-07-27 18:54:03+00:00,2.42,1.3603333333333332,1.0596666666666668,False,6.6,real,synthetic_multisite_scenario,-0.7977777777777779
capacity_p95,point_forecast,11E_ROW_0002719,2_39_88_24_2018-05-07 20:47:51.748001,California_Garage_01,2020-07-27 18:47:52+00:00,2020-07-27 18:54:03+00:00,2.42,1.3603333333333332,1.0596666666666668,False,6.6,real,synthetic_multisite_scenario,-0.7977777777777779
capacity_p95,peak_sensitive,11E_ROW_0002719,2_39_88_24_2018-05-07 20:47:51.748001,California_Garage_01,2020-07-27 18:47:52+00:00,2020-07-27 18:54:03+00:00,2.42,1.3603333333333332,1.0596666666666668,False,6.6,real,synthetic_multisite_scenario,-0.7977777777777779
capacity_p95,uncertainty_aware,11E_ROW_0002719,2_39_88_24_2018-05-07 20:47:51.748001,California_Garage_01,2020-07-27 18:47:52+00:00,2020-07-27 18:54:03+00:00,2.42,1.3603333333333332,1.0596666666666668,False,6.6,real,synthetic_multisite_scenario,-0.7977777777777779
capacity_p95,hybrid_uncertainty_peak,11E_ROW_0002719,2_39_88_24_2018-05-07 20:47:51.748001,California_Garage_01,2020-07-27 18:47:52+00:00,2020-07-27 18:54:03+00:00,2.42,1.3603333333333332,1.0596666666666668,False,6.6,real,synthetic_multisite_scenario,-0.7977777777777779
capacity_p95,uncontrolled,11E_ROW_0011196,11D_SYN_California_Garage_02_0000014,California_Garage_02,2020-08-14 09:00:00+00:00,2020-08-14 10:30:21+00:00,12.392,9.9385,2.4535,False,6.6,synthetic_empirical,synthetic_multisite_scenario,0.3359158826784726
capacity_p95,uncontrolled,11E_ROW_0019816,11D_SYN_Parking_Lot_01_0000002,Parking_Lot_01,2020-08-31 10:00:00+00:00,2020-08-31 10:44:59+00:00,6.953,4.948166666666666,2.004833333333334,False,6.6,synthetic_empirical,synthetic_multisite_scenario,0.0
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002159,2_39_88_438_2018-04-26 00:05:36.143402,California_Garage_01,2020-07-15 22:05:36+00:00,2020-07-15 22:31:05+00:00,2.87,2.8031666666666664,0.06683333333333374,False,6.6,real,synthetic_multisite_scenario,-0.09333333333333334
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002218,2_39_138_29_2018-04-27 03:29:59.143244,California_Garage_01,2020-07-17 01:29:59+00:00,2020-07-17 02:19:11+00:00,5.56,5.412000000000001,0.1479999999999988,False,6.6,real,synthetic_multisite_scenario,-0.1098170731707317
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002273,2_39_131_30_2018-04-28 14:51:32.982840,California_Garage_01,2020-07-18 12:51:33+00:00,2020-07-18 14:50:53+00:00,13.508,13.126666666666665,0.38133333333333397,False,6.6,real,synthetic_multisite_scenario,0.49641992551210434
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002281,2_39_131_30_2018-04-28 18:10:25.715156,California_Garage_01,2020-07-18 16:10:26+00:00,2020-07-18 17:24:39+00:00,8.469,8.163833333333333,0.3051666666666666,False,6.6,real,synthetic_multisite_scenario,0.15824675000623803
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002297,2_39_131_30_2018-04-29 02:36:09.068992,California_Garage_01,2020-07-19 00:36:09+00:00,2020-07-19 02:36:48+00:00,13.619,13.2715,0.34750000000000014,False,6.6,real,synthetic_multisite_scenario,0.5048352673021135
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002302,2_39_125_21_2018-04-29 17:59:13.994691,California_Garage_01,2020-07-19 15:59:14+00:00,2020-07-19 17:28:30+00:00,10.047,9.819333333333333,0.2276666666666678,False,6.6,real,synthetic_multisite_scenario,0.32345738942826324
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002311,2_39_127_19_2018-04-29 20:26:32.616385,California_Garage_01,2020-07-19 18:26:33+00:00,2020-07-19 19:45:25+00:00,8.84,8.675333333333333,0.16466666666666718,False,6.6,real,synthetic_multisite_scenario,0.13336644125105662
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002374,2_39_125_21_2018-05-01 01:35:22.341341,California_Garage_01,2020-07-20 23:35:22+00:00,2020-07-21 01:11:51+00:00,10.868,10.613166666666666,0.2548333333333339,False,6.6,real,synthetic_multisite_scenario,0.2780628970653154
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002430,2_39_95_27_2018-05-02 04:06:36.985133,California_Garage_01,2020-07-22 02:06:37+00:00,2020-07-22 03:16:06+00:00,7.9,7.643166666666666,0.2568333333333346,False,6.6,real,synthetic_multisite_scenario,0.12143246448655419
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002486,2_39_131_30_2018-05-03 03:52:20.938980,California_Garage_01,2020-07-23 01:52:21+00:00,2020-07-23 03:10:54+00:00,8.869,8.6405,0.22850000000000037,False,6.6,real,synthetic_multisite_scenario,0.16887492043284535
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002558,2_39_139_28_2018-05-04 12:24:38.546177,California_Garage_01,2020-07-24 10:24:39+00:00,2020-07-24 10:51:06+00:00,2.98,2.9095,0.07050000000000001,False,6.6,real,synthetic_multisite_scenario,-0.4108333333333333
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002628,2_39_128_18_2018-05-05 12:07:30.937074,California_Garage_01,2020-07-25 10:07:31+00:00,2020-07-25 10:40:02+00:00,3.74,3.576833333333333,0.16316666666666713,False,6.6,real,synthetic_multisite_scenario,-0.12527777777777777
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002633,2_39_123_23_2018-05-05 15:03:41.867372,California_Garage_01,2020-07-25 13:03:42+00:00,2020-07-25 14:06:04+00:00,6.94,6.860333333333333,0.07966666666666722,False,6.6,real,synthetic_multisite_scenario,0.0356075182611794
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002637,2_39_128_18_2018-05-05 16:41:55.225862,California_Garage_01,2020-07-25 14:41:55+00:00,2020-07-25 16:30:45+00:00,12.381,11.971666666666664,0.4093333333333362,False,6.6,real,synthetic_multisite_scenario,0.41777480006806195
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002657,2_39_129_17_2018-05-06 03:17:24.542130,California_Garage_01,2020-07-26 01:17:25+00:00,2020-07-26 02:28:17+00:00,8.065,7.795333333333334,0.26966666666666583,False,6.6,real,synthetic_multisite_scenario,0.10882852513849688
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002664,2_39_78_366_2018-05-06 16:13:04.844324,California_Garage_01,2020-07-26 14:13:05+00:00,2020-07-26 17:51:16+00:00,24.198,24.000166666666665,0.1978333333333353,False,6.6,real,synthetic_multisite_scenario,1.3118504867635952
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002680,2_39_124_22_2018-05-07 01:29:10.068137,California_Garage_01,2020-07-26 23:29:10+00:00,2020-07-27 00:48:15+00:00,8.849,8.699166666666667,0.14983333333333348,False,6.6,real,synthetic_multisite_scenario,0.12400480037466341
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002683,2_39_79_376_2018-05-07 02:08:38.595809,California_Garage_01,2020-07-27 00:08:39+00:00,2020-07-27 02:29:14+00:00,16.038,15.464166666666667,0.573833333333333,False,6.6,real,synthetic_multisite_scenario,0.6985126457221893
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002719,2_39_88_24_2018-05-07 20:47:51.748001,California_Garage_01,2020-07-27 18:47:52+00:00,2020-07-27 18:54:03+00:00,2.42,0.6801666666666666,1.7398333333333333,False,6.6,real,synthetic_multisite_scenario,-0.7977777777777779
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002736,2_39_78_360_2018-05-08 01:44:55.169977,California_Garage_01,2020-07-27 23:44:55+00:00,2020-07-28 01:31:21+00:00,11.965,11.707666666666665,0.2573333333333352,False,6.6,real,synthetic_multisite_scenario,0.4042232139750149
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002737,2_39_127_19_2018-05-08 01:46:42.477648,California_Garage_01,2020-07-27 23:46:42+00:00,2020-07-28 01:44:44+00:00,13.217,12.983666666666664,0.23333333333333606,False,6.6,real,synthetic_multisite_scenario,0.4879756189400358
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002739,2_39_125_21_2018-05-08 03:25:28.304874,California_Garage_01,2020-07-28 01:25:28+00:00,2020-07-28 03:21:04+00:00,12.924,12.716000000000001,0.2079999999999984,False,6.6,real,synthetic_multisite_scenario,0.45906189926951163
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002744,2_39_92_436_2018-05-08 05:19:35.281335,California_Garage_01,2020-07-28 03:19:35+00:00,2020-07-28 04:31:30+00:00,8.163,7.910833333333334,0.25216666666666665,False,6.6,real,synthetic_multisite_scenario,0.11161806360242046
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002804,2_39_138_29_2018-05-09 03:14:17.346791,California_Garage_01,2020-07-29 01:14:17+00:00,2020-07-29 02:34:13+00:00,9.014,8.792666666666666,0.22133333333333383,False,6.6,real,synthetic_multisite_scenario,0.19000949865628763
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002808,2_39_131_30_2018-05-09 12:18:17.418387,California_Garage_01,2020-07-29 10:18:17+00:00,2020-07-29 10:45:25+00:00,3.075,2.9846666666666666,0.0903333333333336,False,6.6,real,synthetic_multisite_scenario,-0.3047222222222222
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002922,2_39_88_438_2018-05-11 00:28:32.753451,California_Garage_01,2020-07-30 22:28:33+00:00,2020-07-30 23:25:14+00:00,6.386,6.235166666666666,0.15083333333333382,False,6.6,real,synthetic_multisite_scenario,-0.03067014603547976
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002933,2_39_138_29_2018-05-11 03:24:32.727246,California_Garage_01,2020-07-31 01:24:33+00:00,2020-07-31 02:40:01+00:00,8.468,8.301333333333332,0.16666666666666785,False,6.6,real,synthetic_multisite_scenario,0.12108951707891635
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0002991,2_39_138_29_2018-05-12 02:28:00.164543,California_Garage_01,2020-08-01 00:28:00+00:00,2020-08-01 02:23:56+00:00,12.954,12.752666666666666,0.20133333333333425,False,6.6,real,synthetic_multisite_scenario,0.46375311481694464
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003037,2_39_95_27_2018-05-13 16:14:10.861961,California_Garage_01,2020-08-02 14:14:11+00:00,2020-08-02 18:26:55+00:00,29.166,27.800666666666665,1.3653333333333357,False,6.6,real,synthetic_multisite_scenario,1.6140463524722295
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003045,2_39_78_366_2018-05-13 21:15:04.108232,California_Garage_01,2020-08-02 19:15:04+00:00,2020-08-02 20:48:17+00:00,10.453,10.253833333333333,0.19916666666666671,False,6.6,real,synthetic_multisite_scenario,0.26685777857242193
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003047,2_39_139_28_2018-05-13 22:04:57.684033,California_Garage_01,2020-08-02 20:04:58+00:00,2020-08-02 21:33:53+00:00,10.065,9.780833333333334,0.2841666666666658,False,6.6,real,synthetic_multisite_scenario,0.2982906383421848
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003051,2_39_124_22_2018-05-14 00:03:19.946400,California_Garage_01,2020-08-02 22:03:20+00:00,2020-08-02 22:44:23+00:00,4.689,4.5155,0.17349999999999977,False,6.6,real,synthetic_multisite_scenario,-0.055555555555555546
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003055,2_39_138_29_2018-05-14 02:48:54.222890,California_Garage_01,2020-08-03 00:48:54+00:00,2020-08-03 02:17:18+00:00,9.94,9.724,0.2159999999999993,False,6.6,real,synthetic_multisite_scenario,0.2551357466063348
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003119,2_39_123_23_2018-05-15 02:43:19.308145,California_Garage_01,2020-08-04 00:43:19+00:00,2020-08-04 02:44:06+00:00,13.38,13.286166666666666,0.09383333333333432,False,6.6,real,synthetic_multisite_scenario,0.5050460343743771
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003181,2_39_130_31_2018-05-16 03:25:13.589741,California_Garage_01,2020-08-05 01:25:14+00:00,2020-08-05 02:33:52+00:00,7.611,7.549666666666666,0.061333333333333684,False,6.6,real,synthetic_multisite_scenario,0.07288786357994707
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003185,2_39_91_441_2018-05-16 05:29:03.763849,California_Garage_01,2020-08-05 03:29:04+00:00,2020-08-05 03:55:59+00:00,3.057,2.9608333333333334,0.09616666666666651,False,6.6,real,synthetic_multisite_scenario,-0.48444444444444446
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003183,2_39_78_365_2018-05-16 04:04:20.440686,California_Garage_01,2020-08-05 02:04:20+00:00,2020-08-05 04:57:57+00:00,19.775,19.097833333333334,0.6771666666666647,False,6.6,real,synthetic_multisite_scenario,0.9409293569272448
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003188,2_39_130_31_2018-05-16 12:54:55.438634,California_Garage_01,2020-08-05 10:54:55+00:00,2020-08-05 11:24:45+00:00,3.385,3.2816666666666663,0.1033333333333335,False,6.6,real,synthetic_multisite_scenario,-0.08566883923029177
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003688,2_39_88_24_2018-05-24 02:34:10.827771,California_Garage_01,2020-08-13 00:34:11+00:00,2020-08-13 02:08:30+00:00,10.746,10.374833333333333,0.3711666666666673,False,6.6,real,synthetic_multisite_scenario,0.246676434784316
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003766,2_39_127_19_2018-05-25 03:13:57.956808,California_Garage_01,2020-08-14 01:13:58+00:00,2020-08-14 02:34:10+00:00,8.872,8.822,0.05000000000000071,True,6.6,real,synthetic_multisite_scenario,0.1932405098365198
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003854,2_39_88_24_2018-05-26 16:10:33.580111,California_Garage_01,2020-08-15 14:10:34+00:00,2020-08-15 15:15:07+00:00,7.285,7.100499999999999,0.18450000000000077,False,6.6,real,synthetic_multisite_scenario,0.05807427489456928
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003912,2_39_89_25_2018-05-28 22:25:21.148684,California_Garage_01,2020-08-17 20:25:21+00:00,2020-08-17 21:10:44+00:00,5.1,4.992166666666666,0.10783333333333367,False,6.6,real,synthetic_multisite_scenario,-0.1859961439588689
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0003914,2_39_79_382_2018-05-29 02:06:08.390340,California_Garage_01,2020-08-18 00:06:08+00:00,2020-08-18 02:33:15+00:00,16.318,16.18283333333333,0.1351666666666702,False,6.6,real,synthetic_multisite_scenario,0.7576395654746172
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0004141,2_39_129_17_2018-06-01 13:11:17.988136,California_Garage_01,2020-08-21 11:11:18+00:00,2020-08-21 13:04:35+00:00,12.56,12.461166666666665,0.0988333333333351,False,6.6,real,synthetic_multisite_scenario,0.4222301505566181
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0004219,2_39_124_22_2018-06-02 20:47:02.747437,California_Garage_01,2020-08-22 18:47:03+00:00,2020-08-22 20:03:53+00:00,8.768,8.451666666666666,0.31633333333333447,False,6.6,real,synthetic_multisite_scenario,0.09782899493853942
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0004265,2_39_92_436_2018-06-03 23:13:37.579905,California_Garage_01,2020-08-23 21:13:38+00:00,2020-08-24 00:31:43+00:00,22.929,21.789166666666667,1.139833333333332,False,6.6,real,synthetic_multisite_scenario,1.1618396204365915
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0004411,2_39_126_20_2018-06-06 03:17:31.985328,California_Garage_01,2020-08-26 01:17:32+00:00,2020-08-26 02:32:16+00:00,8.303,8.220666666666666,0.08233333333333448,False,6.6,real,synthetic_multisite_scenario,0.13953513727822375
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0004404,2_39_79_380_2018-06-06 01:51:18.360172,California_Garage_01,2020-08-25 23:51:18+00:00,2020-08-26 03:14:51+00:00,22.756,22.3905,0.3655000000000008,False,6.6,real,synthetic_multisite_scenario,1.205427413411938
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0005916,2_39_90_26_2018-06-29 23:43:04.880312,California_Garage_01,2020-09-18 21:43:05+00:00,2020-09-18 23:18:05+00:00,10.531,10.45,0.0810000000000013,False,6.6,real,synthetic_multisite_scenario,0.29422514619883045
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0005935,2_39_130_31_2018-06-30 15:26:45.788963,California_Garage_01,2020-09-19 13:26:46+00:00,2020-09-19 14:47:37+00:00,8.985,8.8935,0.09149999999999991,False,6.6,real,synthetic_multisite_scenario,0.14283962069676356
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0005961,2_39_123_23_2018-07-01 03:42:36.772878,California_Garage_01,2020-09-20 01:42:37+00:00,2020-09-20 02:22:48+00:00,4.51,4.420166666666667,0.08983333333333299,False,6.6,real,synthetic_multisite_scenario,-0.14287835844969812
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0005970,2_39_125_21_2018-07-01 14:41:36.676745,California_Garage_01,2020-09-20 12:41:37+00:00,2020-09-20 13:39:32+00:00,6.529,6.370833333333334,0.15816666666666634,False,6.6,real,synthetic_multisite_scenario,-0.011021183053557149
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0005979,2_39_79_376_2018-07-01 17:54:46.804794,California_Garage_01,2020-09-20 15:54:47+00:00,2020-09-20 17:53:51+00:00,13.811,13.097333333333331,0.7136666666666684,False,6.6,real,synthetic_multisite_scenario,0.4953990917008835
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0005989,2_39_79_376_2018-07-01 20:35:10.129508,California_Garage_01,2020-09-20 18:35:10+00:00,2020-09-20 19:49:30+00:00,8.32,8.176666666666666,0.14333333333333442,False,6.6,real,synthetic_multisite_scenario,0.07980817140009962
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0006065,2_39_95_27_2018-07-03 01:37:48.503221,California_Garage_01,2020-09-21 23:37:48+00:00,2020-09-22 00:42:30+00:00,7.367,7.116999999999999,0.2500000000000009,False,6.6,real,synthetic_multisite_scenario,0.026877897990726426
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0006072,2_39_78_366_2018-07-03 02:43:46.353151,California_Garage_01,2020-09-22 00:43:46+00:00,2020-09-22 02:57:49+00:00,14.959,14.745499999999998,0.21350000000000158,False,6.6,real,synthetic_multisite_scenario,0.5807631895229807
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0006145,2_39_131_30_2018-07-04 19:11:00.774795,California_Garage_01,2020-09-23 17:11:01+00:00,2020-09-23 18:25:45+00:00,8.32,8.220666666666666,0.09933333333333394,False,6.6,real,synthetic_multisite_scenario,0.16094731886212704
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0006228,2_39_79_382_2018-07-06 03:47:31.854194,California_Garage_01,2020-09-25 01:47:32+00:00,2020-09-25 03:10:49+00:00,9.246,9.161166666666666,0.08483333333333398,False,6.6,real,synthetic_multisite_scenario,0.1879658906454984
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0006334,2_39_78_367_2018-07-08 01:13:25.415736,California_Garage_01,2020-09-26 23:13:25+00:00,2020-09-27 02:04:31+00:00,19.121,18.820999999999998,0.3000000000000007,False,6.6,real,synthetic_multisite_scenario,0.9075987077082929
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0006345,2_39_125_21_2018-07-08 15:33:48.292071,California_Garage_01,2020-09-27 13:33:48+00:00,2020-09-27 14:38:25+00:00,7.168,7.107833333333333,0.06016666666666737,False,6.6,real,synthetic_multisite_scenario,0.031198521193362555
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0006626,2_39_128_18_2018-07-12 12:54:06.090544,California_Garage_01,2020-10-01 10:54:06+00:00,2020-10-01 11:29:02+00:00,3.971,3.8426666666666662,0.12833333333333385,False,6.6,real,synthetic_multisite_scenario,-0.07055979643765904
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0006804,2_39_89_25_2018-07-14 23:18:07.579910,California_Garage_01,2020-10-03 21:18:08+00:00,2020-10-04 01:29:17+00:00,27.86,27.626499999999997,0.23350000000000293,False,6.6,real,synthetic_multisite_scenario,1.5975720574247352
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0006812,2_39_79_381_2018-07-15 03:02:03.139252,California_Garage_01,2020-10-04 01:02:03+00:00,2020-10-04 01:56:26+00:00,6.124,5.982166666666666,0.14183333333333348,False,6.6,real,synthetic_multisite_scenario,-0.034166666666666665
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0006828,2_39_92_436_2018-07-15 17:45:58.065452,California_Garage_01,2020-10-04 15:45:58+00:00,2020-10-04 16:52:45+00:00,7.418,7.346166666666666,0.07183333333333408,False,6.6,real,synthetic_multisite_scenario,0.023756620358816503
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0006826,2_39_89_25_2018-07-15 17:17:05.244893,California_Garage_01,2020-10-04 15:17:05+00:00,2020-10-04 17:34:06+00:00,15.33,15.071833333333332,0.25816666666666777,False,6.6,real,synthetic_multisite_scenario,0.6509303747854411
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0006840,2_39_88_24_2018-07-15 20:57:15.105161,California_Garage_01,2020-10-04 18:57:15+00:00,2020-10-04 20:10:25+00:00,8.155,8.048333333333334,0.10666666666666558,False,6.6,real,synthetic_multisite_scenario,0.15061693242217158
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0006907,2_39_88_24_2018-07-16 18:50:41.478130,California_Garage_01,2020-10-05 16:50:41+00:00,2020-10-05 17:34:18+00:00,4.918,4.797833333333333,0.12016666666666698,False,6.6,real,synthetic_multisite_scenario,-0.05832558485118669
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0006989,2_39_95_444_2018-07-17 22:57:58.570457,California_Garage_01,2020-10-06 20:57:59+00:00,2020-10-06 22:53:58+00:00,12.879,12.758166666666668,0.1208333333333318,False,6.6,real,synthetic_multisite_scenario,0.48152029346489755
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0007173,2_39_78_366_2018-07-20 02:57:14.382879,California_Garage_01,2020-10-09 00:57:14+00:00,2020-10-09 03:37:37+00:00,18.185,17.642166666666665,0.5428333333333342,False,6.6,real,synthetic_multisite_scenario,0.8720489683281952
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0007182,2_39_128_18_2018-07-20 11:37:38.853867,California_Garage_01,2020-10-09 09:37:39+00:00,2020-10-09 10:07:36+00:00,3.414,3.2945,0.11949999999999994,False,6.6,real,synthetic_multisite_scenario,-0.3737437395659432
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0007250,2_39_89_25_2018-07-21 02:40:43.794589,California_Garage_01,2020-10-10 00:40:44+00:00,2020-10-10 03:03:04+00:00,15.725,15.656666666666666,0.06833333333333336,False,6.6,real,synthetic_multisite_scenario,0.6503851157949518
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0007325,2_39_95_27_2018-07-22 20:08:23.421789,California_Garage_01,2020-10-11 18:08:23+00:00,2020-10-11 19:23:47+00:00,8.424,8.294,0.129999999999999,False,6.6,real,synthetic_multisite_scenario,0.17570660182729145
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0007508,2_39_126_20_2018-07-25 12:01:13.483174,California_Garage_01,2020-10-14 10:01:13+00:00,2020-10-14 10:27:02+00:00,2.926,2.839833333333333,0.08616666666666717,False,6.6,real,synthetic_multisite_scenario,-0.020277777777777777
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0007580,2_39_130_31_2018-07-26 04:19:49.625599,California_Garage_01,2020-10-15 02:19:50+00:00,2020-10-15 04:17:36+00:00,13.088,12.954333333333333,0.1336666666666666,False,6.6,real,synthetic_multisite_scenario,0.47782259332641447
capacity_p95_plus_10percent,uncontrolled,11E_ROW_0007757,2_39_88_24_2018-07-28 15:26:00.185245,California_Garage_01,2020-10-17 13:26:00+00:00,2020-10-17 16:51:39+00:00,22.825,22.621499999999997,0.2035000000000018,False,6.6,real,synthetic_multisite_scenario,1.1954048140043765
