site_id,synthetic_session_id,adjustment_type,original_energy_kwh,final_energy_kwh,final_dwell_hours
California_Garage_02,11D_SYN_California_Garage_02_0000775,increased_dwell_to_make_energy_feasible,6.672,13.91,2.107575757575758
California_Garage_02,11D_SYN_California_Garage_02_0000776,increased_dwell_to_make_energy_feasible,9.394,16.447,2.491969696969697
California_Garage_02,11D_SYN_California_Garage_02_0000779,increased_dwell_to_make_energy_feasible,1.682,5.551,0.8410606060606062
California_Garage_02,11D_SYN_California_Garage_02_0000792,increased_dwell_to_make_energy_feasible,4.701354540019017,13.884,2.103636363636364
California_Garage_02,11D_SYN_California_Garage_02_0000794,increased_dwell_to_make_energy_feasible,10.201,13.882,2.1033333333333335
California_Garage_02,11D_SYN_California_Garage_02_0000796,increased_dwell_to_make_energy_feasible,13.265,14.967,2.267727272727273
California_Garage_02,11D_SYN_California_Garage_02_0000797,increased_dwell_to_make_energy_feasible,13.974,13.878,2.102727272727273
California_Garage_02,11D_SYN_California_Garage_02_0000801,increased_dwell_to_make_energy_feasible,13.878,30.129,4.565
California_Garage_02,11D_SYN_California_Garage_02_0000806,increased_dwell_to_make_energy_feasible,4.964,13.933,2.1110606060606063
California_Garage_02,11D_SYN_California_Garage_02_0000825,increased_dwell_to_make_energy_feasible,2.541,11.386,1.725151515151515
California_Garage_02,11D_SYN_California_Garage_02_0000827,increased_dwell_to_make_energy_feasible,10.372,2.756,0.41757575757575754
California_Garage_02,11D_SYN_California_Garage_02_0000836,increased_dwell_to_make_energy_feasible,4.616,8.331,1.2622727272727272
California_Garage_02,11D_SYN_California_Garage_02_0000837,increased_dwell_to_make_energy_feasible,5.702,14.722,2.2306060606060605
California_Garage_02,11D_SYN_California_Garage_02_0000845,increased_dwell_to_make_energy_feasible,13.329,14.064,2.130909090909091
California_Garage_02,11D_SYN_California_Garage_02_0000848,increased_dwell_to_make_energy_feasible,3.365,7.526,1.1403030303030304
California_Garage_02,11D_SYN_California_Garage_02_0000869,increased_dwell_to_make_energy_feasible,13.884,13.878,2.102727272727273
California_Garage_02,11D_SYN_California_Garage_02_0000876,increased_dwell_to_make_energy_feasible,13.62277329749125,13.908,2.1072727272727274
California_Garage_02,11D_SYN_California_Garage_02_0000891,increased_dwell_to_make_energy_feasible,3.186,13.228,2.0042424242424244
California_Garage_02,11D_SYN_California_Garage_02_0000896,increased_dwell_to_make_energy_feasible,4.384,14.163,2.145909090909091
California_Garage_02,11D_SYN_California_Garage_02_0000911,increased_dwell_to_make_energy_feasible,7.336,11.472,1.7381818181818183
California_Garage_02,11D_SYN_California_Garage_02_0000912,increased_dwell_to_make_energy_feasible,10.78,43.605,6.6068181818181815
California_Garage_02,11D_SYN_California_Garage_02_0000935,increased_dwell_to_make_energy_feasible,14.167,3.372,0.5109090909090909
California_Garage_02,11D_SYN_California_Garage_02_0000936,increased_dwell_to_make_energy_feasible,7.952,13.887,2.1040909090909095
California_Garage_02,11D_SYN_California_Garage_02_0000944,increased_dwell_to_make_energy_feasible,13.957,11.54739666666667,1.749605555555556
California_Garage_02,11D_SYN_California_Garage_02_0000947,increased_dwell_to_make_energy_feasible,4.852,13.891,2.10469696969697
California_Garage_02,11D_SYN_California_Garage_02_0000948,increased_dwell_to_make_energy_feasible,3.481,13.886,2.103939393939394
California_Garage_02,11D_SYN_California_Garage_02_0000970,increased_dwell_to_make_energy_feasible,8.479,12.505,1.89469696969697
California_Garage_02,11D_SYN_California_Garage_02_0000978,increased_dwell_to_make_energy_feasible,1.819,5.552,0.8412121212121212
California_Garage_02,11D_SYN_California_Garage_02_0000985,increased_dwell_to_make_energy_feasible,12.275,14.581,2.2092424242424245
California_Garage_02,11D_SYN_California_Garage_02_0000987,increased_dwell_to_make_energy_feasible,0.575,15.994,2.4233333333333333
California_Garage_02,11D_SYN_California_Garage_02_0000990,increased_dwell_to_make_energy_feasible,13.884,16.427,2.4889393939393942
California_Garage_02,11D_SYN_California_Garage_02_0000997,increased_dwell_to_make_energy_feasible,13.913,11.756,1.7812121212121212
California_Garage_02,11D_SYN_California_Garage_02_0001001,increased_dwell_to_make_energy_feasible,4.516,13.199,1.999848484848485
California_Garage_02,11D_SYN_California_Garage_02_0001005,increased_dwell_to_make_energy_feasible,42.01736611111111,6.102,0.9245454545454547
California_Garage_02,11D_SYN_California_Garage_02_0001010,increased_dwell_to_make_energy_feasible,4.519,13.873,2.101969696969697
California_Garage_02,11D_SYN_California_Garage_02_0001015,increased_dwell_to_make_energy_feasible,20.353,2.374,0.35969696969696974
California_Garage_02,11D_SYN_California_Garage_02_0001030,increased_dwell_to_make_energy_feasible,12.412,6.087,0.9222727272727272
California_Garage_02,11D_SYN_California_Garage_02_0001033,increased_dwell_to_make_energy_feasible,9.7,2.286,0.3463636363636364
California_Garage_02,11D_SYN_California_Garage_02_0001049,increased_dwell_to_make_energy_feasible,14.033,9.169,1.3892424242424244
California_Garage_02,11D_SYN_California_Garage_02_0001057,increased_dwell_to_make_energy_feasible,11.84,19.654,2.977878787878788
California_Garage_02,11D_SYN_California_Garage_02_0001059,increased_dwell_to_make_energy_feasible,13.99,13.282,2.0124242424242427
California_Garage_02,11D_SYN_California_Garage_02_0001066,increased_dwell_to_make_energy_feasible,16.801,12.247,1.8556060606060607
California_Garage_02,11D_SYN_California_Garage_02_0001077,increased_dwell_to_make_energy_feasible,13.204,10.733,1.6262121212121214
California_Garage_02,11D_SYN_California_Garage_02_0001079,increased_dwell_to_make_energy_feasible,8.743,9.715,1.471969696969697
California_Garage_02,11D_SYN_California_Garage_02_0001093,increased_dwell_to_make_energy_feasible,2.683,4.784039725207919,0.7248545038193818
California_Garage_02,11D_SYN_California_Garage_02_0001101,increased_dwell_to_make_energy_feasible,14.857,12.401,1.878939393939394
California_Garage_02,11D_SYN_California_Garage_02_0001112,increased_dwell_to_make_energy_feasible,20.189,13.901,2.1062121212121214
California_Garage_02,11D_SYN_California_Garage_02_0001114,increased_dwell_to_make_energy_feasible,6.445,11.59281138888889,1.7564865740740743
California_Garage_02,11D_SYN_California_Garage_02_0001116,increased_dwell_to_make_energy_feasible,4.929,15.873,2.4050000000000002
California_Garage_02,11D_SYN_California_Garage_02_0001122,increased_dwell_to_make_energy_feasible,10.941,11.214,1.6990909090909092
California_Garage_02,11D_SYN_California_Garage_02_0001128,increased_dwell_to_make_energy_feasible,2.66,6.085,0.921969696969697
California_Garage_02,11D_SYN_California_Garage_02_0001130,increased_dwell_to_make_energy_feasible,12.191,12.886,1.9524242424242424
California_Garage_02,11D_SYN_California_Garage_02_0001143,increased_dwell_to_make_energy_feasible,4.729,13.602,2.060909090909091
California_Garage_02,11D_SYN_California_Garage_02_0001144,increased_dwell_to_make_energy_feasible,3.922,13.618821944444443,2.06345787037037
California_Garage_02,11D_SYN_California_Garage_02_0001146,increased_dwell_to_make_energy_feasible,11.779,16.008,2.4254545454545453
California_Garage_02,11D_SYN_California_Garage_02_0001156,increased_dwell_to_make_energy_feasible,13.887,13.881,2.1031818181818185
California_Garage_02,11D_SYN_California_Garage_02_0001157,increased_dwell_to_make_energy_feasible,5.621,13.906,2.1069696969696974
California_Garage_02,11D_SYN_California_Garage_02_0001164,increased_dwell_to_make_energy_feasible,16.582,16.639,2.521060606060606
California_Garage_02,11D_SYN_California_Garage_02_0001174,increased_dwell_to_make_energy_feasible,9.249,13.089,1.9831818181818184
California_Garage_02,11D_SYN_California_Garage_02_0001185,increased_dwell_to_make_energy_feasible,2.266,2.143,0.3246969696969697
California_Garage_02,11D_SYN_California_Garage_02_0001191,increased_dwell_to_make_energy_feasible,3.254,13.936,2.111515151515152
California_Garage_02,11D_SYN_California_Garage_02_0001203,increased_dwell_to_make_energy_feasible,5.087,18.894,2.862727272727273
California_Garage_02,11D_SYN_California_Garage_02_0001205,increased_dwell_to_make_energy_feasible,3.381,13.947,2.1131818181818183
California_Garage_02,11D_SYN_California_Garage_02_0001216,increased_dwell_to_make_energy_feasible,4.335,13.641,2.066818181818182
California_Garage_02,11D_SYN_California_Garage_02_0001219,increased_dwell_to_make_energy_feasible,7.433,13.942,2.1124242424242428
California_Garage_02,11D_SYN_California_Garage_02_0001221,increased_dwell_to_make_energy_feasible,13.208,6.124,0.9278787878787879
California_Garage_02,11D_SYN_California_Garage_02_0001229,increased_dwell_to_make_energy_feasible,12.524,13.908,2.1072727272727274
California_Garage_02,11D_SYN_California_Garage_02_0001240,increased_dwell_to_make_energy_feasible,5.653,13.232,2.004848484848485
California_Garage_02,11D_SYN_California_Garage_02_0001242,increased_dwell_to_make_energy_feasible,14.122,13.198,1.99969696969697
California_Garage_02,11D_SYN_California_Garage_02_0001243,increased_dwell_to_make_energy_feasible,4.306,19.93,3.01969696969697
California_Garage_02,11D_SYN_California_Garage_02_0001248,increased_dwell_to_make_energy_feasible,13.96,28.815,4.365909090909091
California_Garage_02,11D_SYN_California_Garage_02_0001258,increased_dwell_to_make_energy_feasible,13.905,8.831,1.3380303030303031
California_Garage_02,11D_SYN_California_Garage_02_0001268,increased_dwell_to_make_energy_feasible,9.54,10.835,1.6416666666666668
California_Garage_02,11D_SYN_California_Garage_02_0001274,increased_dwell_to_make_energy_feasible,8.540825866187602,13.788,2.0890909090909093
California_Garage_02,11D_SYN_California_Garage_02_0001280,increased_dwell_to_make_energy_feasible,5.518,26.328,3.9890909090909092
California_Garage_02,11D_SYN_California_Garage_02_0001289,increased_dwell_to_make_energy_feasible,13.91,9.06,1.3727272727272728
California_Garage_02,11D_SYN_California_Garage_02_0001297,increased_dwell_to_make_energy_feasible,4.608,16.085,2.4371212121212125
California_Garage_02,11D_SYN_California_Garage_02_0001308,increased_dwell_to_make_energy_feasible,13.927,10.694,1.6203030303030306
California_Garage_02,11D_SYN_California_Garage_02_0001321,increased_dwell_to_make_energy_feasible,7.723838112300514,5.177,0.7843939393939394
California_Garage_02,11D_SYN_California_Garage_02_0001323,increased_dwell_to_make_energy_feasible,12.763,6.127,0.9283333333333333
California_Garage_02,11D_SYN_California_Garage_02_0001332,increased_dwell_to_make_energy_feasible,6.568,9.432,1.4290909090909092
California_Garage_02,11D_SYN_California_Garage_02_0001336,increased_dwell_to_make_energy_feasible,13.96,2.555,0.38712121212121214
California_Garage_02,11D_SYN_California_Garage_02_0001339,increased_dwell_to_make_energy_feasible,2.135,11.728,1.776969696969697
California_Garage_02,11D_SYN_California_Garage_02_0001343,increased_dwell_to_make_energy_feasible,0.7143369175622748,9.336,1.4145454545454548
California_Garage_02,11D_SYN_California_Garage_02_0001344,increased_dwell_to_make_energy_feasible,5.739,10.515,1.5931818181818183
California_Garage_02,11D_SYN_California_Garage_02_0001358,increased_dwell_to_make_energy_feasible,1.28,13.895,2.1053030303030305
California_Garage_02,11D_SYN_California_Garage_02_0001364,increased_dwell_to_make_energy_feasible,1.47,10.828,1.6406060606060606
California_Garage_02,11D_SYN_California_Garage_02_0001366,increased_dwell_to_make_energy_feasible,16.563,13.897,2.105606060606061
California_Garage_02,11D_SYN_California_Garage_02_0001369,increased_dwell_to_make_energy_feasible,8.494,11.256,1.7054545454545456
California_Garage_02,11D_SYN_California_Garage_02_0001370,increased_dwell_to_make_energy_feasible,0.825,13.909,2.1074242424242424
California_Garage_02,11D_SYN_California_Garage_02_0001380,increased_dwell_to_make_energy_feasible,6.953,13.338,2.020909090909091
California_Garage_02,11D_SYN_California_Garage_02_0001385,increased_dwell_to_make_energy_feasible,13.901,6.026,0.9130303030303031
California_Garage_02,11D_SYN_California_Garage_02_0001391,increased_dwell_to_make_energy_feasible,10.577,13.876,2.1024242424242425
California_Garage_02,11D_SYN_California_Garage_02_0001393,increased_dwell_to_make_energy_feasible,13.289,13.616,2.063030303030303
California_Garage_02,11D_SYN_California_Garage_02_0001397,increased_dwell_to_make_energy_feasible,8.685,10.81,1.637878787878788
California_Garage_02,11D_SYN_California_Garage_02_0001398,increased_dwell_to_make_energy_feasible,9.839,15.554938769424547,2.3568089044582647
California_Garage_02,11D_SYN_California_Garage_02_0001410,increased_dwell_to_make_energy_feasible,17.82,31.043,4.703484848484849
California_Garage_02,11D_SYN_California_Garage_02_0001418,increased_dwell_to_make_energy_feasible,5.321,5.312,0.8048484848484849
California_Garage_02,11D_SYN_California_Garage_02_0001420,increased_dwell_to_make_energy_feasible,9.1,4.972,0.7533333333333334
California_Garage_02,11D_SYN_California_Garage_02_0001426,increased_dwell_to_make_energy_feasible,6.286,9.894,1.4990909090909093
California_Garage_02,11D_SYN_California_Garage_02_0001436,increased_dwell_to_make_energy_feasible,1.946,10.135,1.5356060606060606
California_Garage_02,11D_SYN_California_Garage_02_0001438,increased_dwell_to_make_energy_feasible,5.27,8.128,1.2315151515151517
California_Garage_02,11D_SYN_California_Garage_02_0001442,increased_dwell_to_make_energy_feasible,13.574,12.105,1.8340909090909092
California_Garage_02,11D_SYN_California_Garage_02_0001444,increased_dwell_to_make_energy_feasible,8.479256272400251,12.307,1.86469696969697
California_Garage_02,11D_SYN_California_Garage_02_0001445,increased_dwell_to_make_energy_feasible,1.506,13.91,2.107575757575758
California_Garage_02,11D_SYN_California_Garage_02_0001452,increased_dwell_to_make_energy_feasible,2.373,19.645,2.9765151515151516
California_Garage_02,11D_SYN_California_Garage_02_0001469,increased_dwell_to_make_energy_feasible,2.798,7.508,1.1375757575757577
California_Garage_02,11D_SYN_California_Garage_02_0001477,increased_dwell_to_make_energy_feasible,6.36,11.016,1.6690909090909092
California_Garage_02,11D_SYN_California_Garage_02_0001499,increased_dwell_to_make_energy_feasible,13.877,6.077,0.9207575757575758
California_Garage_02,11D_SYN_California_Garage_02_0001508,increased_dwell_to_make_energy_feasible,13.447,13.638,2.0663636363636364
California_Garage_02,11D_SYN_California_Garage_02_0001510,increased_dwell_to_make_energy_feasible,2.865,20.189,3.058939393939394
California_Garage_02,11D_SYN_California_Garage_02_0001513,increased_dwell_to_make_energy_feasible,13.647,14.17191009557865,2.1472591053907046
California_Garage_02,11D_SYN_California_Garage_02_0001522,increased_dwell_to_make_energy_feasible,11.97,11.349,1.7195454545454547
California_Garage_02,11D_SYN_California_Garage_02_0001536,increased_dwell_to_make_energy_feasible,9.779,13.52,2.0484848484848484
California_Garage_02,11D_SYN_California_Garage_02_0001542,increased_dwell_to_make_energy_feasible,0.952,25.901,3.9243939393939398
California_Garage_02,11D_SYN_California_Garage_02_0001544,increased_dwell_to_make_energy_feasible,13.322,12.578,1.9057575757575758
California_Garage_02,11D_SYN_California_Garage_02_0001546,increased_dwell_to_make_energy_feasible,5.267,14.261621863808337,2.1608517975467176
California_Garage_02,11D_SYN_California_Garage_02_0001548,increased_dwell_to_make_energy_feasible,6.777,16.134,2.444545454545455
California_Garage_02,11D_SYN_California_Garage_02_0001558,increased_dwell_to_make_energy_feasible,1.12,12.009,1.8195454545454548
California_Garage_02,11D_SYN_California_Garage_02_0001559,increased_dwell_to_make_energy_feasible,13.917,14.937,2.263181818181818
California_Garage_02,11D_SYN_California_Garage_02_0001560,increased_dwell_to_make_energy_feasible,2.486,10.744,1.627878787878788
California_Garage_02,11D_SYN_California_Garage_02_0001561,increased_dwell_to_make_energy_feasible,4.799,10.101,1.5304545454545457
California_Garage_02,11D_SYN_California_Garage_02_0001574,increased_dwell_to_make_energy_feasible,16.456,15.155,2.2962121212121214
California_Garage_02,11D_SYN_California_Garage_02_0001575,increased_dwell_to_make_energy_feasible,3.075,13.236,2.005454545454546
California_Garage_02,11D_SYN_California_Garage_02_0001587,increased_dwell_to_make_energy_feasible,6.005,5.782,0.8760606060606061
California_Garage_02,11D_SYN_California_Garage_02_0001588,increased_dwell_to_make_energy_feasible,1.348,16.266,2.4645454545454544
California_Garage_02,11D_SYN_California_Garage_02_0001594,increased_dwell_to_make_energy_feasible,2.243,10.303,1.5610606060606063
California_Garage_02,11D_SYN_California_Garage_02_0001595,increased_dwell_to_make_energy_feasible,4.019,11.545,1.7492424242424243
California_Garage_02,11D_SYN_California_Garage_02_0001601,increased_dwell_to_make_energy_feasible,7.863,10.189,1.543787878787879
California_Garage_02,11D_SYN_California_Garage_02_0001608,increased_dwell_to_make_energy_feasible,5.066,9.552,1.4472727272727273
California_Garage_02,11D_SYN_California_Garage_02_0001612,increased_dwell_to_make_energy_feasible,5.838,13.311,2.016818181818182
California_Garage_02,11D_SYN_California_Garage_02_0001614,increased_dwell_to_make_energy_feasible,5.004369772998546,13.892,2.104848484848485
California_Garage_02,11D_SYN_California_Garage_02_0001618,increased_dwell_to_make_energy_feasible,4.66743279569851,14.054,2.1293939393939394
California_Garage_02,11D_SYN_California_Garage_02_0001627,increased_dwell_to_make_energy_feasible,7.884,4.202,0.6366666666666667
California_Garage_02,11D_SYN_California_Garage_02_0001640,increased_dwell_to_make_energy_feasible,11.695,13.92,2.1090909090909093
California_Garage_02,11D_SYN_California_Garage_02_0001653,increased_dwell_to_make_energy_feasible,2.286,11.141,1.6880303030303032
California_Garage_02,11D_SYN_California_Garage_02_0001656,increased_dwell_to_make_energy_feasible,14.409,6.351,0.9622727272727273
California_Garage_02,11D_SYN_California_Garage_02_0001661,increased_dwell_to_make_energy_feasible,2.553,11.268,1.7072727272727275
California_Garage_02,11D_SYN_California_Garage_02_0001671,increased_dwell_to_make_energy_feasible,6.219,8.419,1.2756060606060609
California_Garage_02,11D_SYN_California_Garage_02_0001684,increased_dwell_to_make_energy_feasible,4.374,9.222,1.3972727272727272
California_Garage_02,11D_SYN_California_Garage_02_0001690,increased_dwell_to_make_energy_feasible,25.711,4.978,0.7542424242424243
California_Garage_02,11D_SYN_California_Garage_02_0001706,increased_dwell_to_make_energy_feasible,6.052,12.126,1.8372727272727274
California_Garage_02,11D_SYN_California_Garage_02_0001707,increased_dwell_to_make_energy_feasible,7.477,18.944,2.87030303030303
California_Garage_02,11D_SYN_California_Garage_02_0001717,increased_dwell_to_make_energy_feasible,4.302,13.145,1.9916666666666667
California_Garage_02,11D_SYN_California_Garage_02_0001719,increased_dwell_to_make_energy_feasible,7.637,9.871,1.4956060606060608
California_Garage_02,11D_SYN_California_Garage_02_0001721,increased_dwell_to_make_energy_feasible,13.761,6.784,1.0278787878787878
California_Garage_02,11D_SYN_California_Garage_02_0001725,increased_dwell_to_make_energy_feasible,1.917,10.754,1.6293939393939394
California_Garage_02,11D_SYN_California_Garage_02_0001732,increased_dwell_to_make_energy_feasible,4.392,13.934,2.1112121212121213
California_Garage_02,11D_SYN_California_Garage_02_0001735,increased_dwell_to_make_energy_feasible,1.627,13.901,2.1062121212121214
California_Garage_02,11D_SYN_California_Garage_02_0001742,increased_dwell_to_make_energy_feasible,2.525,13.186,1.997878787878788
California_Garage_02,11D_SYN_California_Garage_02_0001778,increased_dwell_to_make_energy_feasible,39.921,30.957,4.690454545454545
California_Garage_02,11D_SYN_California_Garage_02_0001785,increased_dwell_to_make_energy_feasible,14.903,7.305,1.106818181818182
California_Garage_02,11D_SYN_California_Garage_02_0001801,increased_dwell_to_make_energy_feasible,5.89,8.017,1.2146969696969696
California_Garage_02,11D_SYN_California_Garage_02_0001806,increased_dwell_to_make_energy_feasible,2.697,7.881,1.194090909090909
California_Garage_02,11D_SYN_California_Garage_02_0001810,increased_dwell_to_make_energy_feasible,19.516,13.889,2.1043939393939395
California_Garage_02,11D_SYN_California_Garage_02_0001813,increased_dwell_to_make_energy_feasible,6.991,13.9,2.1060606060606064
California_Garage_02,11D_SYN_California_Garage_02_0001819,increased_dwell_to_make_energy_feasible,5.036,12.829,1.943787878787879
California_Garage_02,11D_SYN_California_Garage_02_0001821,increased_dwell_to_make_energy_feasible,6.845,8.22,1.2454545454545456
California_Garage_02,11D_SYN_California_Garage_02_0001822,increased_dwell_to_make_energy_feasible,3.725,13.867,2.1010606060606065
California_Garage_02,11D_SYN_California_Garage_02_0001827,increased_dwell_to_make_energy_feasible,4.648,12.851,1.9471212121212123
California_Garage_02,11D_SYN_California_Garage_02_0001835,increased_dwell_to_make_energy_feasible,1.6825253882916569,12.191,1.8471212121212124
California_Garage_02,11D_SYN_California_Garage_02_0001836,increased_dwell_to_make_energy_feasible,6.002,6.052,0.916969696969697
California_Garage_02,11D_SYN_California_Garage_02_0001858,increased_dwell_to_make_energy_feasible,12.675,13.892,2.104848484848485
California_Garage_02,11D_SYN_California_Garage_02_0001864,increased_dwell_to_make_energy_feasible,13.292,13.915,2.1083333333333334
California_Garage_02,11D_SYN_California_Garage_02_0001867,increased_dwell_to_make_energy_feasible,8.284,5.282,0.8003030303030304
California_Garage_02,11D_SYN_California_Garage_02_0001870,increased_dwell_to_make_energy_feasible,2.553,0.932,0.14121212121212123
California_Garage_02,11D_SYN_California_Garage_02_0001872,increased_dwell_to_make_energy_feasible,4.352,16.053,2.4322727272727276
California_Garage_02,11D_SYN_California_Garage_02_0001877,increased_dwell_to_make_energy_feasible,11.91,13.309,2.0165151515151516
California_Garage_02,11D_SYN_California_Garage_02_0001884,increased_dwell_to_make_energy_feasible,16.126,11.859,1.7968181818181819
California_Garage_02,11D_SYN_California_Garage_02_0001893,increased_dwell_to_make_energy_feasible,13.896,6.599,0.999848484848485
California_Garage_02,11D_SYN_California_Garage_02_0001902,increased_dwell_to_make_energy_feasible,5.482,13.885,2.103787878787879
California_Garage_02,11D_SYN_California_Garage_02_0001908,increased_dwell_to_make_energy_feasible,13.207,13.359,2.0240909090909094
California_Garage_02,11D_SYN_California_Garage_02_0001909,increased_dwell_to_make_energy_feasible,4.156,14.264,2.161212121212121
California_Garage_02,11D_SYN_California_Garage_02_0001919,increased_dwell_to_make_energy_feasible,1.974,5.551,0.8410606060606062
California_Garage_02,11D_SYN_California_Garage_02_0001931,increased_dwell_to_make_energy_feasible,2.68,39.946,6.052424242424243
California_Garage_02,11D_SYN_California_Garage_02_0001939,increased_dwell_to_make_energy_feasible,6.609,14.932,2.2624242424242427
California_Garage_02,11D_SYN_California_Garage_02_0001945,increased_dwell_to_make_energy_feasible,6.279,13.971,2.116818181818182
California_Garage_02,11D_SYN_California_Garage_02_0001960,increased_dwell_to_make_energy_feasible,13.72,18.187,2.755606060606061
California_Garage_02,11D_SYN_California_Garage_02_0001962,increased_dwell_to_make_energy_feasible,13.884,5.428,0.8224242424242425
California_Garage_02,11D_SYN_California_Garage_02_0001966,increased_dwell_to_make_energy_feasible,1.016,17.815,2.6992424242424247
California_Garage_02,11D_SYN_California_Garage_02_0001967,increased_dwell_to_make_energy_feasible,6.161,6.345,0.9613636363636364
California_Garage_02,11D_SYN_California_Garage_02_0001973,increased_dwell_to_make_energy_feasible,6.503,13.902,2.1063636363636364
California_Garage_02,11D_SYN_California_Garage_02_0001981,increased_dwell_to_make_energy_feasible,14.289751666666668,11.173,1.6928787878787879
California_Garage_02,11D_SYN_California_Garage_02_0001982,increased_dwell_to_make_energy_feasible,10.466,12.373,1.8746969696969698
California_Garage_02,11D_SYN_California_Garage_02_0001994,increased_dwell_to_make_energy_feasible,1.163,6.026,0.9130303030303031
California_Garage_02,11D_SYN_California_Garage_02_0002000,increased_dwell_to_make_energy_feasible,15.69,12.275,1.859848484848485
California_Garage_02,11D_SYN_California_Garage_02_0002004,increased_dwell_to_make_energy_feasible,20.576,16.358,2.4784848484848485
California_Garage_02,11D_SYN_California_Garage_02_0002011,increased_dwell_to_make_energy_feasible,4.907,13.833337222222225,2.0959601851851857
California_Garage_02,11D_SYN_California_Garage_02_0002013,increased_dwell_to_make_energy_feasible,3.357,13.822,2.0942424242424242
California_Garage_02,11D_SYN_California_Garage_02_0002029,increased_dwell_to_make_energy_feasible,2.997,15.205,2.3037878787878787
California_Garage_02,11D_SYN_California_Garage_02_0002038,increased_dwell_to_make_energy_feasible,12.122,4.672,0.7078787878787879
California_Garage_02,11D_SYN_California_Garage_02_0002052,increased_dwell_to_make_energy_feasible,4.47,20.022,3.0336363636363637
California_Garage_02,11D_SYN_California_Garage_02_0002081,increased_dwell_to_make_energy_feasible,9.698,3.533,0.5353030303030303
California_Garage_02,11D_SYN_California_Garage_02_0002082,increased_dwell_to_make_energy_feasible,10.796,11.759,1.7816666666666667
California_Garage_02,11D_SYN_California_Garage_02_0002086,increased_dwell_to_make_energy_feasible,3.264,7.284,1.1036363636363637
California_Garage_02,11D_SYN_California_Garage_02_0002096,increased_dwell_to_make_energy_feasible,13.046,10.828,1.6406060606060606
California_Garage_02,11D_SYN_California_Garage_02_0002104,increased_dwell_to_make_energy_feasible,3.794,42.066,6.373636363636364
California_Garage_02,11D_SYN_California_Garage_02_0002115,increased_dwell_to_make_energy_feasible,4.776,5.448,0.8254545454545456
California_Garage_02,11D_SYN_California_Garage_02_0002119,increased_dwell_to_make_energy_feasible,2.48,3.085,0.46742424242424246
California_Garage_02,11D_SYN_California_Garage_02_0002122,increased_dwell_to_make_energy_feasible,8.352,11.825,1.7916666666666667
California_Garage_02,11D_SYN_California_Garage_02_0002129,increased_dwell_to_make_energy_feasible,2.51,13.944,2.112727272727273
California_Garage_02,11D_SYN_California_Garage_02_0002130,increased_dwell_to_make_energy_feasible,5.145,9.316,1.4115151515151516
California_Garage_02,11D_SYN_California_Garage_02_0002132,increased_dwell_to_make_energy_feasible,4.182,15.978,2.420909090909091
California_Garage_02,11D_SYN_California_Garage_02_0002135,increased_dwell_to_make_energy_feasible,5.271,11.889,1.8013636363636363
California_Garage_02,11D_SYN_California_Garage_02_0002138,increased_dwell_to_make_energy_feasible,6.483,7.29,1.1045454545454547
California_Garage_02,11D_SYN_California_Garage_02_0002139,increased_dwell_to_make_energy_feasible,3.065,12.907,1.9556060606060608
California_Garage_02,11D_SYN_California_Garage_02_0002140,increased_dwell_to_make_energy_feasible,13.212,41.476,6.284242424242424
California_Garage_02,11D_SYN_California_Garage_02_0002142,increased_dwell_to_make_energy_feasible,14.957,17.11,2.5924242424242423
California_Garage_02,11D_SYN_California_Garage_02_0002145,increased_dwell_to_make_energy_feasible,3.294,10.343,1.5671212121212121
California_Garage_02,11D_SYN_California_Garage_02_0002152,increased_dwell_to_make_energy_feasible,10.325,8.904,1.3490909090909091
California_Garage_02,11D_SYN_California_Garage_02_0002155,increased_dwell_to_make_energy_feasible,8.545,13.888,2.1042424242424245
California_Garage_02,11D_SYN_California_Garage_02_0002157,increased_dwell_to_make_energy_feasible,42.066,6.57,0.9954545454545456
California_Garage_02,11D_SYN_California_Garage_02_0002159,increased_dwell_to_make_energy_feasible,8.275,14.06614305555556,2.1312337962962973
California_Garage_02,11D_SYN_California_Garage_02_0002170,increased_dwell_to_make_energy_feasible,13.888,6.994,1.0596969696969698
California_Garage_02,11D_SYN_California_Garage_02_0002171,increased_dwell_to_make_energy_feasible,10.006,12.418,1.8815151515151516
California_Garage_02,11D_SYN_California_Garage_02_0002174,increased_dwell_to_make_energy_feasible,9.444,13.259,2.0089393939393942
California_Garage_02,11D_SYN_California_Garage_02_0002179,increased_dwell_to_make_energy_feasible,4.622,7.242,1.0972727272727274
California_Garage_02,11D_SYN_California_Garage_02_0002181,increased_dwell_to_make_energy_feasible,4.234,8.163,1.2368181818181818
California_Garage_02,11D_SYN_California_Garage_02_0002183,increased_dwell_to_make_energy_feasible,1.517,11.637,1.7631818181818184
California_Garage_02,11D_SYN_California_Garage_02_0002185,increased_dwell_to_make_energy_feasible,2.604,12.037,1.823787878787879
California_Garage_02,11D_SYN_California_Garage_02_0002187,increased_dwell_to_make_energy_feasible,6.082,15.769,2.3892424242424246
California_Garage_02,11D_SYN_California_Garage_02_0002194,increased_dwell_to_make_energy_feasible,13.664,6.108,0.9254545454545454
California_Garage_02,11D_SYN_California_Garage_02_0002204,increased_dwell_to_make_energy_feasible,0.533,41.918,6.3512121212121215
California_Garage_02,11D_SYN_California_Garage_02_0002228,increased_dwell_to_make_energy_feasible,0.607,13.309,2.0165151515151516
